Tanggal,No Faktur,Nama Supplier,Jenis Pembelian,Deadline,Kode Obat,Nama Obat,Tgl.Expired,Jumlah,Harga Beli,Diskon,Pajak,Nilai Total,Total Transaksi
20/02/2025,FT 10233801,SSF (SEJAHTERA SURYA FARMA),HUTANG,13/03/2025,VS074,EGOJI BLACKCURRANT,1/2/2026,5,"7770,00","5,00%","0,00%","36907,50","470.169,80"
,,,,,OB012,BODREX,12/10/2029,24,"3990,00","0,00%","0,00%","95760,00",
,,,,,OBT053,"WOODS BIRU EXP SYR
60ML",3/8/2026,3,"21000,00","0,00%","0,00%","63000,00",
,,,,,OB004,"SANMOL SYR 60ML
120MG/5ML",4/9/2026,4,"18204,00","0,00%","0,00%","72816,00",
,,,,,H010,MADU TJ MURNI 150GR,2/7/2028,2,"21312,00","10,00%","0,00%","38361,60",
,,,,,AK078,DETTOL LIQ 45ML,2/6/2027,2,"12022,00","10,00%","0,00%","21639,60",
,,,,,AK077,DETTOL LIQ 95ML,1/9/2027,1,"24339,00","10,00%","0,00%","21905,10",
,,,,,OBT085,VICKS F44 DWS 27ML,5/6/2026,5,"9956,00","0,00%","0,00%","49780,00",
,,,,,OBT101,MEXTRIL,1/9/2026,25,"2800,00","0,00%","0,00%","70000,00",
21/02/2025,FK/25/02/01912,DM (DADI MAJU),HUTANG,8/3/2025,HO061,"KOMPLIT PEGEL LINU
RENTENG",1/12/2026,10,"2523,00","0,00%","0,00%","25230,00","525.390,00"
,,,,,H005,TOLAK ANGIN MADU 15ML,1/10/2026,120,"3606,67","0,00%","0,00%","432800,40",
,,,,,H006,TOLAK LINU HERBAL 15ML,1/8/2026,10,"2700,00","0,00%","0,00%","27000,00",
,,,,,HO062,SUPRASI,1/8/2027,1,"40359,60","0,00%","0,00%","40359,60",
22/02/2025,FT 10234170,SSF (SEJAHTERA SURYA FARMA),HUTANG,15/03/2025,OK008,AMLODIPINE 10MG,3/7/2026,30,"6592,80","30,00%","0,00%","138448,80","873.419,75"
,,,,,OK077,VOLTADEX 50MG,3/7/2026,30,"5078,30","40,00%","0,00%","91409,40",
,,,,,OL012,SALONPAS KOYO HIJAU,1/9/2027,10,"6526,80","0,00%","0,00%","65268,00",
,,,,,AK081,"SUTRA KONDOM MERAH
12'S",5/12/2028,5,"21479,00","10,00%","0,00%","96655,50",
,,,,,OL065,"CESSA HAPPY NOSE BABY
BIRU 8ML",3/10/2027,3,"36371,00","15,00%","0,00%","92746,05",
,,,,,OK001,SIMVASTATIN 10MG,1/10/2026,10,"4218,00","50,00%","0,00%","21090,00",
,,,,,OL044,BUFACORT N CR 5G,5/12/2027,5,"10534,00","20,00%","0,00%","42136,00",
,,,,,OK040,ALLOPURINOL 100MG,2/9/2026,20,"2886,00","30,00%","0,00%","40404,00",
,,,,,OL075,BUFACOMB 5GR ORAL CR,5/10/2028,5,"28860,00","20,00%","0,00%","115440,00",
,,,,,OBT038,PEDITOX 50ML,3/7/2026,3,"9102,00","0,00%","0,00%","27306,00",
,,,,,PK028,"POLIDENT FRESH MINT
20G",2/11/2026,2,"33078,00","0,00%","0,00%","66156,00",
,,,,,AK012,"HANSAPLAST ROLL 1,25CM
X 1M",20/08/2027,20,"3818,00","0,00%","0,00%","76360,00",
24/02/2025,"INV-42003/2502
/07838",KDE (KARYA DWI ELANG),HUTANG,26/03/2025,OL163,TRANSPULMINE BABY 5G,1/9/2027,2,"22297,00","2,00%","11,00%","48509,36","538.951,21"
,,,,,OL002,GELIGA 20GR,1/12/2029,3,"7522,00","1,00%","11,00%","24797,79",
,,,,,OL164,GELIGA 40G,1/9/2029,2,"14730,00","1,00%","11,00%","32373,60",
,,,,,OL007,VICKS VAPORUB 25GR,1/11/2026,3,"17590,00","3,00%","11,00%","56817,45",
,,,,,OL062,TRANSPULMIN BABY BALM 10GR,1/9/2027,1,"44300,00","5,00%","11,00%","46714,35",
,,,,,OB037,DEGIROL 10'S,1/9/2028,10,"10920,00","2,00%","11,00%","118787,80",
,,,,,HO063,NEPHROLIT,1/6/2026,20,"2925,00","29,00%","11,00%","46103,80",
,,,,,OK083,RENADINAC 50MG,1/10/2026,20,"3000,00","1,00%","11,00%","65934,00",
,,,,,OB025,ANTASIDA TAB,1/6/2026,20,"1413,00","10,00%","11,00%","28231,80",
,,,,,OBT090,BODREXIN PE FLU BATUK BERDAHAK,1/9/2026,3,"10720,00","1,00%","11,00%","35340,63",
,,,,,OBT091,BODREXIN DPH FLU BATUK TDK BERDAHAK,1/10/2026,3,"10720,00","1,00%","11,00%","35340,63",
24/02/2025,"INV-42003/2502
/07839",KDE (KARYA DWI ELANG),HUTANG,26/03/2025,PK030,BADAK LARUTAN ANGGUR 320ML,1/12/2026,2,"5400,00","2,00%","11,00%","11748,24","23.616,36"
,,,,,PK031,BADAK LARUTAN LECI 320ML,12/6/2026,1,"5400,00","1,00%","11,00%","5934,06",
,,,,,PK032,LARUTAN BADAK LECI 320ML,1/12/2026,1,"5400,00","1,00%","11,00%","5934,06",
24/02/2025,"INV-42003/2502
/07840",KDE (KARYA DWI ELANG),HUTANG,26/03/2025,AK040,ONEMED KASSA HIDROFIL 10CMM,1/8/2029,3,"9350,00","8,00%","11,00%","28644,66","222.145,41"
,,,,,AK083,AUTOCHECK ASAM URAT,1/3/2026,1,"92000,00","0,00%","11,00%","102120,00",
,,,,,AK082,AUTOCHECK GULA,1/5/2026,1,"68000,00","0,00%","11,00%","75480,00",
,,,,,AK036,SELECTION KAPAS 35GR,1/1/2027,3,"4775,00","0,00%","11,00%","15900,75",
24/02/2025,"INV-42003/2502
/07841",KDE (KARYA DWI ELANG),HUTANG,26/03/2025,OBT011,DECOLGEN 4'S,1/10/2027,25,"1902,88","3,00%","11,00%","51220,75","692.796,05"
,,,,,OBT058,DEMACOLIN TAB,1/9/2028,20,"4775,00","4,00%","11,00%","101764,80",
,,,,,OBT056,PARATUSIN TAB,1/9/2026,20,"13237,50","10,00%","11,00%","264485,20",
,,,,,OBT006,OBH COMBI ANAK JERUK BATUK PLUS FLU 60ML,1/10/2026,5,"14350,00","4,00%","11,00%","76456,80",
,,,,,OBT098,SILADEX BIRU,1/10/2027,3,"12700,00","1,00%","11,00%","41868,09",
,,,,,OBT107,TERMOREX PLUS 60ML,1/7/2026,3,"14470,00","2,00%","11,00%","47221,41",
,,,,,OBT118,INTUNAL 4'S,1/1/2027,50,"2300,00","14,00%","11,00%","109779,00",
24/02/2025,"INV-42003/2502
/07842",KDE (KARYA DWI ELANG),HUTANG,26/03/2025,OBT117,KOMIX JERUK NIPIS,1/1/2027,30,"1284,76","0,00%","11,00%","42782,40","42.782,40"
24/02/2025,"INV-42003/2502
/07995",KDE (KARYA DWI ELANG),HUTANG,26/03/2025,OL058,HEROCYN 85G,1/9/2029,3,"11000,00","5,00%","11,00%","34798,50","771.325,22"
,,,,,OL149,MYTADERM CR 5G,1/8/2027,5,"6900,00","13,00%","11,00%","33316,65",
,,,,,OL049,ACIFAR KRIM,1/12/2027,10,"5676,92","6,00%","11,00%","59232,90",
,,,,,OL039,BENOSON CR 5G,1/5/2028,5,"13636,00","1,00%","11,00%","74923,00",
,,,,,OL162,BENOSON M,1/5/2028,5,"65000,00","8,00%","11,00%","331890,00",
,,,,,OB003,OBH COMBI SYR BATUK BERDAHAK 100ML MENTHOL,1/9/2026,3,"13400,00","4,00%","11,00%","42837,12",
,,,,,OBT116,OBH NELCO 60ML,1/10/2026,2,"17500,00","1,00%","11,00%","38461,50",
,,,,,OB039,SANMOL DROP 15ML,1/12/2026,3,"17900,00","1,00%","11,00%","59010,93",
,,,,,OK075,TAHESTA CUKA APEL,1/1/2027,1,"46352,00","7,00%","11,00%","47849,17",
,,,,,VS052,VIT D3 IPI,1/12/2026,5,"8919,00","1,00%","11,00%","49005,45",
24/02/2025,"INV-42003/2502
/07996",KDE (KARYA DWI ELANG),HUTANG,26/03/2025,AK032,URINAL PRIA ONEMED,1/12/2028,2,"4505,00","1,00%","11,00%","9901,08","107.401,22"
,,,,,OL0106,KOOLFEVER ADULT,1/4/2027,6,"6017,00","1,00%","11,00%","39672,48",
,,,,,OL161,BETADINE OINT 5G,1/6/2027,2,"12750,00","1,00%","11,00%","28021,94",
,,,,,AK008,BETADINE SOL. 15ML,1/4/2028,2,"13700,00","2,00%","11,00%","29805,72",
24/02/2025,"INV-42003/2502
/07997",KDE (KARYA DWI ELANG),HUTANG,26/03/2025,OBT104,ULTRAFLU,1/10/2029,25,"2797,36","1,00%","11,00%","76850,50","76.850,50"
24/02/2025,"INV-42003/2502
/07998",KDE (KARYA DWI ELANG),HUTANG,26/03/2025,OBT114,VICKS F44 ANAK SYR 27ML,1/10/2026,5,"9904,00","4,00%","11,00%","52768,50","62.866,30"
,,,,,OBT115,KOMIX ANAK STRAW,1/9/2026,10,"918,90","1,00%","11,00%","10097,80",
25/02/2025,04495/PJ/2/25,SJI (SEMARANG JAYA INTERNUSA),HUTANG,27/03/2025,AK011,"HANSAPLAST ROLL 1,25CM
X 5M",1/6/2027,10,"10767,00","2,00%","0,00%","105516,60","1.146.308,41"
,,,,,OK006,METFORMIN 500MG,1/2/2027,30,"2417,58","10,00%","0,00%","65274,60",
,,,,,OL165,VOLTADEX GEL 20GR,1/9/2026,2,"22755,00","7,00%","0,00%","42324,30",
,,,,,OL139,VOLTAREN GEL 5 G,1/4/2026,2,"33966,00","2,00%","0,00%","66573,36",
,,,,,OK121,FG TROCHES,1/8/2027,12,"16345,02","8,00%","0,00%","180449,04",
,,,,,VS043,NEUROBION FORTE,1/1/2027,5,"43682,20","3,00%","0,00%","211858,65",
,,,,,OL166,ASEPSO MERAH,1/3/2027,3,"7849,92","0,00%","0,00%","23549,76",
,,,,,OB038,PANADOL EXTRA TAB 10'S,1/6/2027,10,"11954,70","2,00%","0,00%","117156,10",
,,,,,OL021,"MY BABY MINYAK TELON
60ML",1/11/2026,2,"15288,03","5,00%","0,00%","29047,26",
,,,,,OL055,HOTIN DCL 120GR KR,1/10/2026,2,"31701,60","0,00%","0,00%","63403,20",
,,,,,OK010,ANDALAN PIL KB,1/1/2029,30,"8082,13","7.5,00%","0,00%","224279,10",
,,,,,OB048,OBH SURYA,1/1/2029,3,"5625,48","0,00%","0,00%","16876,44",
25/02/2025,FT 10234518,SSF (SEJAHTERA SURYA FARMA),HUTANG,18/03/2025,OB035,PROMAG TAB,6/7/2027,72,"7766,00","4,00%","0,00%","536785,92","674.301,12"
,,,,,OB046,PROMAG GAZERO CAIR,4/11/2026,24,"2233,30","0,00%","0,00%","53599,20",
,,,,,OB050,PAMOL,1/7/2028,10,"10489,50","20,00%","0,00%","83916,00",
25/02/2025,"INV-42003/2502
/08702",KDE (KARYA DWI ELANG),HUTANG,27/03/2025,OL040,BENOSON N CR 5G,1/11/2029,5,"16818,00","1,00%","11,00%","92406,50","92.406,50"
25/02/2025,"INV-42003/2502
/08703",KDE (KARYA DWI ELANG),HUTANG,27/03/2025,OBT046,INTUNAL FORTE 10`S,1/8/2028,20,"8100,00","14,00%","11,00%","154645,20","154.645,20"
28/02/2025,05095/PJ/02/25,SJI (SEMARANG JAYA INTERNUSA),HUTANG,30/03/2025,OBT072,"OBH COMBI PLUS DWS
MENTHOL 60 ML",1/8/2026,5,"14208,00","3,00%","0,00%","68908,80","161.612,64"
,,,,,OB043,"OBH COMBI PLUS ANAK
STRAW 60ML",1/8/2026,6,"15928,50","3,00%","0,00%","92703,84",
28/02/2025,05095/PJ/2/25,SJI (SEMARANG JAYA INTERNUSA),HUTANG,30/03/2025,OBT040,INSTO REG 7.5ML,1/5/2028,5,"13631,00","0,00%","0,00%","68155,00","907.009,65"
,,,,,OK007,AMLODIPINE 5MG,1/3/2027,30,"8532,15","70,00%","0,00%","76789,20",
,,,,,OL014,DRAGON MENTHOL HSP,1/8/2027,9,"12765,00","3,00%","0,00%","111438,45",
,,,,,OL0106,KOOLFEVER ADULT,1/4/2027,6,"6678,50","3,00%","0,00%","38868,84",
,,,,,PB007,BYE BYE FEVER ANAK,1/10/2027,10,"9296,00","4,00%","0,00%","89241,60",
,,,,,OL041,BIOPLACENTON 15G,1/10/2026,5,"29970,00","15,00%","0,00%","127372,50",
,,,,,H016,AMBEVEN 10'S,1/6/2027,10,"16927,50","7,50%","0,00%","156579,40",
,,,,,OK139,MUCOS DROP 20ML,1/3/2028,2,"38295,00","25,00%","0,00%","57442,50",
,,,,,OBT116,OBH NELCO 60ML,1/9/2026,3,"19425,00","2,00%","0,00%","57109,50",
,,,,,OK135,AMBROXOL SYR 60ML,1/1/2027,5,"4023,75","5,00%","0,00%","19112,80",
,,,,,OBT105,"RHOTO COOL 7,5ML",1/6/2027,3,"16234,00","7,00%","0,00%","45292,86",
,,,,,OB039,SANMOL DROP 15ML,1/12/2026,3,"19869,00","0,00%","0,00%","59607,00",
28/02/2025,05097/PJ/02/25,SJI (SEMARANG JAYA INTERNUSA),HUTANG,30/03/2025,PK013,"POLIDENT FLOVOR FREE
20GR",1/10/2026,2,"33078,00","0,00%","0,00%","66156,00","246.780,17"
,,,,,H021,LASERIN SYR 60ML,1/7/2028,3,"13175,70","5,00%","0,00%","37550,73",
,,,,,PK033,"LARUTAN BADAK ORI
500ML",1/11/2029,3,"6521,25","0,00%","0,00%","19563,75",
,,,,,VS088,"CURCUMA+EMULS GROW
ORANGE 200ML",1/9/2026,2,"29692,50","3,00%","0,00%","57603,44",
,,,,,OL031,MINYAK TAWON DD 30ML,1/7/2028,3,"23125,00","5,00%","0,00%","65906,25",
28/02/2025,2808171269,KF (KIMIA FARMA),HUTANG,30/03/2025,AK085,KIFAMED ALKOHOL SWAB,25/08/2027,2,"13694,00","0,00%","11,00%","30400,68","30.400,68"
1/3/2025,00113/PJ/03/25,SJI (SEMARANG JAYA INTERNUSA),HUTANG,31/03/2025,OK013,CENDO XITROL ED 5ML,1/4/2027,2,"33189,00","9,10%","0,00%","60337,60","717.469,12"
,,,,,OK051,"METHYLPREDNISOLON 4
MG TAB",1/4/2026,30,"4445,55","50,00%","0,00%","66683,10",
,,,,,OK039,PIROCAM 20MG,1/7/2029,30,"2775,00","25,00%","0,00%","62437,50",
,,,,,OK077,VOLTADEX 50MG,1/8/2026,30,"4440,00","40,00%","0,00%","79920,00",
,,,,,VS027,CAVIPLEX TAB,1/2/2027,20,"7770,00","20,00%","0,00%","124320,00",
,,,,,OL045,DEXIGEN CR 5G,1/11/2028,5,"9760,00","10,00%","0,00%","43920,00",
,,,,,VS008,ENERVON C TAB 30'S,1/7/2026,2,"34633,11","3,00%","0,00%","67188,24",
,,,,,OB023,MICROLAX GEL,1/9/2027,2,"21867,00","10,00%","0,00%","39360,60",
,,,,,OB004,"SANMOL SYR 60ML
120MG/5ML",1/11/2026,4,"18204,00","0,00%","0,00%","72816,00",
,,,,,OL055,HOTIN DCL 120GR KR,1/10/2026,2,"31701,60","0,00%","0,00%","63403,20",
,,,,,H010,MADU TJ MURNI 150GR,1/10/2028,2,"19314,00","4,00%","0,00%","37082,88",
1/3/2025,00114/PJ/03/25,SJI (SEMARANG JAYA INTERNUSA),HUTANG,31/03/2025,OBT002,DULCOLAX 5MG @4TAB,1/12/2026,20,"9713,35","5,00%","0,00%","184553,60","422.959,60"
,,,,,OBT029,"BETADINE MOUTHWASH
100ML",1/10/2027,2,"23898,30","5,00%","0,00%","45406,76",
,,,,,OK042,OMERIC 100MG,1/10/2026,30,"2808,30","5,00%","0,00%","80036,40",
,,,,,OL031,MINYAK TAWON DD 30ML,1/5/2029,2,"31339,00","5,00%","0,00%","59544,10",
,,,,,OK120,POSTINOR,1/11/2027,2,"30525,00","12,50%","0,00%","53418,74",
1/3/2025,FT 10235099,SSF (SEJAHTERA SURYA FARMA),HUTANG,22/03/2025,OK058,NEURALGIN RX 10'S,1/8/2026,10,"11760,00","5,00%","0,00%","111720,00","361.521,45"
,,,,,OB026,ANTASIDA SYR 60 ML,3/10/2026,3,"5045,00","5,00%","0,00%","14378,25",
,,,,,OK047,SUCRALFATE SUS,4/7/2026,4,"18315,00","25,00%","0,00%","54945,00",
,,,,,AK077,DETTOL LIQ 95ML,1/9/2027,1,"24339,00","10,00%","0,00%","21905,10",
,,,,,OK140,INAMID 2MG,1/1/2026,10,"2242,50","10,00%","0,00%","20182,50",
,,,,,OB014,MYLANTA SUSP 50ML,3/7/2027,3,"15496,00","0,00%","0,00%","46488,00",
,,,,,OL167,COUNTERPAIN 5GR,3/8/2027,3,"8547,00","0,00%","0,00%","25641,00",
,,,,,OB003,"OBH COMBI SYR BATUK
BERDAHAK 100ML
MENTHOL",3/8/2026,3,"14874,00","0,00%","0,00%","44622,00",
,,,,,AK078,DETTOL LIQ 45ML,1/7/2027,2,"12022,00","10,00%","0,00%","21639,60",
2/3/2025,"TMP-INV-2025/0
3/03/1394647","TMP (TEKNOLOGI MEDIKA
PRATAMA)",HUTANG,1/4/2025,OB027,MYLANTA TAB,1/12/2026,20,"7450,00","3,00%","11,00%","160428,40","382.062,15"
,,,,,HO064,LAXING 4'S,1/7/2026,25,"4480,00","4,00%","11,00%","119347,25",
,,,,,OB056,POLYSILANE TAB,1/10/2027,10,"7600,00","10,00%","11,00%","75924,00",
,,,,,OB057,DEXANTA TAB,1/11/2028,10,"2500,00","5,00%","11,00%","26362,50",
3/3/2025,00367/PJ/03/25,SJI (SEMARANG JAYA INTERNUSA),HUTANG,2/4/2025,OBT088,BISOLVON EXT 60ML,1/2/2027,1,"49620,00","5,00%","0,00%","47139,00","560.901,14"
,,,,,OBT028,"CENDO AUGENTONIC ED
5ML",1/11/2026,2,"27888,75","9,10%","0,00%","50701,74",
,,,,,OK013,CENDO XITROL ED 5ML,1/4/2027,3,"33189,00","9,10%","0,00%","90506,40",
,,,,,OK004,"CAPTOPRIL 12,5MG",1/11/2029,10,"999,00","5,00%","0,00%","9490,50",
,,,,,OK005,CAPTOPRIL 25MG,1/10/2026,10,"1390,53","10,00%","0,00%","12514,80",
,,,,,PB025,"CALADINE PWD SOFT
COMF 60G",1/10/2028,2,"10489,50","5,00%","0,00%","19930,04",
,,,,,OB050,PAMOL,1/9/2028,10,"10489,50","20,00%","0,00%","83916,00",
,,,,,OBT053,"WOODS BIRU EXP SYR
60ML",1/8/2026,3,"20192,01","0,00%","0,00%","60576,03",
,,,,,OK101,VITAL EAR OIL,1/10/2027,3,"14763,00","9,10%","0,00%","40258,71",
,,,,,AK007,BETADINE SOL. 5ML,1/5/2028,6,"6138,30","5,00%","0,00%","34988,28",
,,,,,OBT105,"RHOTO COOL 7,5ML",1/6/2027,5,"16234,00","7,00%","0,00%","75488,10",
,,,,,OK031,SCANDEXON,1/8/2027,10,"1851,00","25,00%","0,00%","13882,50",
,,,,,AK041,"BEDAK GAJAH SALICYL
MENTHOL 100G",1/12/2028,3,"7316,00","2,00%","0,00%","21509,04",
3/3/2025,00368/PJ/03/25,SJI (SEMARANG JAYA INTERNUSA),HUTANG,2/4/2025,OL040,BENOSON N CR 5G,1/11/2029,5,"18669,09","0,00%","0,00%","93345,45","634.016,89"
,,,,,OL142,GARABIOTIC CR,1/12/2027,1,"10095,00","99,00%","0,00%","100,95",
,,,,,OB003,"OBH COMBI SYR BATUK
BERDAHAK 100ML
MENTHOL",1/8/2026,3,"14874,00","3,00%","0,00%","43283,34",
,,,,,OL082,MKP LANG 15 ML,1/8/2029,10,"5749,99","2,00%","0,00%","56349,90",
,,,,,VS043,NEUROBION FORTE,1/1/2027,5,"43682,20","3,00%","0,00%","211858,65",
,,,,,VS082,NEUROBION 50'S,1/1/2027,5,"24618,69","2,00%","0,00%","120631,60",
,,,,,OL084,ONE MED RIVANOL 100ML,1/10/2027,5,"3968,25","20,00%","0,00%","15873,00",
,,,,,OL141,PI KANG SHUANG,1/8/2026,3,"12210,00","10,00%","0,00%","32967,00",
,,,,,OB039,SANMOL DROP 15ML,1/12/2026,3,"19869,00","0,00%","0,00%","59607,00",
3/3/2025,"INV-42003/2503
/11030",KDE (KARYA DWI ELANG),HUTANG,2/4/2025,OL056,LACTACYD ALL DAY CARE 60ML,1/10/2027,2,"25973,00","1,00%","11,00%","57083,46","846.159,39"
,,,,,OL002,GELIGA 20GR,1/12/2029,1,"7522,00","1,00%","11,00%","8265,93",
,,,,,OL168,GELIGA TANGGUNG 20G,1/1/2030,2,"7522,00","1,00%","11,00%","16531,86",
,,,,,AK050,OTSU INFUS 500 ML,1/11/2026,5,"6913,00","1,00%","11,00%","37983,50",
,,,,,OL147,"MYK ANGIN SAFE CARE
HIJAU 10ML",1/12/2027,2,"13649,00","1,00%","11,00%","29997,78",
,,,,,OL169,COUNTERPAIN COOL 15G,1/11/2027,2,"22300,00","1,00%","11,00%","49010,94",
,,,,,OL170,COUNTERPAIN COOL 30G,1/9/2027,1,"36100,00","1,00%","11,00%","39670,29",
,,,,,OL081,SALEP 88,1/8/2027,12,"10960,91","1,00%","11,00%","144539,28",
,,,,,HO060,ALBUSMIN,1/10/2027,3,"53333,33","9,00%","11,00%","161616,00",
,,,,,VS077,GLUCOSAMINE 500 MG,1/11/2029,10,"17252,40","29,00%","11,00%","135966,10",
,,,,,VS047,IMBOOST 4`S,1/10/2027,5,"14280,00","1,00%","11,00%","78461,45",
,,,,,OBT119,XILERGY 10MG,1/6/2026,20,"3960,00","1,00%","11,00%","87032,80",
3/3/2025,"INV-42003/2503
/11031",KDE (KARYA DWI ELANG),HUTANG,2/4/2025,OK141,LODIA 2MG,1/12/2026,10,"11500,00","1,00%","11,00%","126373,50","1.156.117,21"
,,,,,OK090,MEFINAL 500MG,1/11/2026,20,"15000,00","1,00%","11,00%","329670,00",
,,,,,OK142,MICROGYNON,1/6/2026,10,"18783,40","5,00%","11,00%","198071,00",
,,,,,OK143,PRIMOLUT-N 5MG,1/2/2029,1,"166459,00","3,00%","11,00%","179226,41",
,,,,,OK019,CANDESARTAN 8MG,1/3/2027,6,"4200,00","12,00%","11,00%","24615,36",
,,,,,OK060,DOMPERIDONE 10MG,1/6/2025,10,"3669,40","48,42%","11,00%","21008,70",
,,,,,OBT103,ACETYLCYSTEIN,1/12/2026,10,"10000,00","21,00%","11,00%","87690,00",
,,,,,OBT108,ANACETINE SYR 60ML,1/12/2026,3,"7800,00","2,00%","11,00%","25454,52",
,,,,,VS089,CURCUMA SUPPORT APPETITE 60ML,1/10/2026,2,"11900,00","1,00%","11,00%","26153,82",
,,,,,OB029,POLYSILANE SUS 100ML,1/2/2027,5,"20600,00","8,00%","11,00%","105183,60",
,,,,,VS051,VIT B COMP IPI,1/2/2027,6,"4955,00","1,00%","11,00%","32670,30",
3/3/2025,"INV-42003/2503
/11032",KDE (KARYA DWI ELANG),HUTANG,2/4/2025,VS079,VIT C IPI,1/1/2027,12,"4955,00","2,00%","11,00%","64680,60","64.680,60"
3/3/2025,"INV-42003/2503
/11033",KDE (KARYA DWI ELANG),HUTANG,2/4/2025,AK038,ONEMED KASSA STERIL 16X16CM,1/12/2029,10,"5316,00","3,00%","11,00%","57237,40","266.763,25"
,,,,,AK040,ONEMED KASSA HIDROFIL 10CMM,1/11/2029,5,"9350,00","8,00%","11,00%","47741,10",
,,,,,AK084,DERMATIX T 5X7,1/9/2029,25,"1437,84","2,00%","11,00%","39102,00",
,,,,,AK056,IFREE PAD,1/6/2027,3,"17500,00","19,00%","11,00%","47202,75",
,,,,,AK082,AUTOCHECK GULA,1/5/2026,1,"68000,00","0,00%","11,00%","75480,00",
3/3/2025,"INV-42003/2503
/11034",KDE (KARYA DWI ELANG),HUTANG,2/4/2025,OK088,TREMENZA,1/11/2026,10,"16500,00","1,00%","11,00%","181318,50","337.550,67"
,,,,,OBT049,ACTIFED MERAH SYR 60ML,1/9/2027,2,"52400,00","2,00%","11,00%","114001,44",
,,,,,OBT106,ANAKONIDIN OBH SYR 60ML,1/11/2026,3,"12810,00","1,00%","11,00%","42230,73",
5/3/2025,00860/PJ/03/25,SJI (SEMARANG JAYA INTERNUSA),HUTANG,4/4/2025,OK089,KETOCONAZOLE GENERIK,1/8/2027,15,"4440,00","0,00%","0,00%","66600,00","590.308,79"
,,,,,OK071,SOLINFEC CR 5GR,1/8/2028,5,"7826,61","10,00%","0,00%","35219,75",
,,,,,OK091,KALMETHASON,1/8/2026,60,"1221,00","15,00%","0,00%","62271,00",
,,,,,OL070,KALPANAX KRIM 5GR,1/8/2026,5,"14328,00","0,00%","0,00%","71640,00",
,,,,,OBT096,SILADEX HIJAU,1/11/2026,3,"13542,00","3,00%","0,00%","39407,22",
,,,,,OL166,ASEPSO MERAH,1/3/2027,2,"7849,92","0,00%","0,00%","15699,84",
,,,,,HO058,OBAT GIGI KAKAK TUA,1/7/2027,2,"12543,00","5,00%","0,00%","23831,70",
,,,,,OB005,SANMOL FORTE,1/10/2026,2,"32412,00","3,00%","0,00%","62879,28",
,,,,,OB012,BODREX,1/10/2029,24,"3990,00","0,00%","0,00%","95760,00",
,,,,,OBT102,"NEO RHEUMACYL NEURO
12'S",1/8/2026,12,"9750,00","0,00%","0,00%","117000,00",
5/3/2025,00862/PJ/03/25,SJI (SEMARANG JAYA INTERNUSA),HUTANG,4/4/2025,OBT054,ALLERON TAB,1/10/2029,20,"1148,85","0,00%","0,00%","22977,00","930.612,91"
,,,,,VS090,SANGOBION 10'S,1/9/2026,25,"19948,32","2,00%","0,00%","488733,75",
,,,,,OK118,PRORIS FORTE,1/9/2026,5,"29970,00","10,00%","0,00%","134865,00",
,,,,,OBT087,"PRORIS 100MG/5ML SUSP
60ML",1/11/2026,5,"25530,00","8,00%","0,00%","117438,00",
,,,,,VS091,CURCUMA FORTE,1/10/2026,12,"10829,43","3,00%","0,00%","126054,60",
,,,,,OL022,"MY BABY MINYAK TELON
90ML",1/11/2026,2,"20686,00","2,00%","0,00%","40544,56",
5/3/2025,00863/PJ/03/25,SJI (SEMARANG JAYA INTERNUSA),HUTANG,4/4/2025,OBT062,GRANTUSIF TAB,1/6/2028,10,"4646,16","20,00%","0,00%","37169,30","174.629,48"
,,,,,OBT052,"WOODS MERAH
ANTITUSSIVE SYR 60ML",1/9/2026,5,"20192,01","0,00%","0,00%","100960,05",
,,,,,OBT063,ANAKODIN SYR 60ML,1/10/2027,3,"12543,00","3,00%","0,00%","36500,13",
7/3/2025,01392/PJ/03/25,SJI (SEMARANG JAYA INTERNUSA),HUTANG,6/4/2025,OBT074,KOMIX OBH SACH,1/10/2026,30,"1426,09","0,00%","0,00%","42782,70","1.176.446,83"
,,,,,OB037,DEGIROL 10'S,1/9/2028,10,"12121,20","2,00%","0,00%","118787,80",
,,,,,OB036,DEGIROL 4'S,1/1/2027,15,"5106,00","0,00%","0,00%","76590,00",
,,,,,OL015,KOYO CABE,1/9/2028,20,"10794,75","0,00%","0,00%","215895,00",
,,,,,OK068,CATAFLAM 50MG,1/3/2027,50,"6817,14","2,00%","0,00%","334040,00",
,,,,,OB013,POLDANMIG 4'S,1/4/2026,25,"3436,56","5,00%","0,00%","81618,25",
,,,,,OB002,SANMOL 500MG TAB 4'S,1/10/2026,25,"1998,00","0,00%","0,00%","49950,00",
,,,,,VS033,IMBOOST FORCE SYR,1/9/2026,1,"67170,00","3,00%","0,00%","65154,90",
,,,,,OL004,HOTIN CREAM 60GR,1/11/2027,2,"16983,00","0,00%","0,00%","33966,00",
,,,,,OL055,HOTIN DCL 120GR KR,1/11/2026,2,"31701,60","0,00%","0,00%","63403,20",
,,,,,OL054,HOTIN DCL 60GR KR,1/11/2026,3,"19058,70","0,00%","0,00%","57176,10",
,,,,,H010,MADU TJ MURNI 150GR,1/10/2028,2,"19314,00","4,00%","0,00%","37082,88",
